##BLOCKS= 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate:,Plate1,1.3,PlateFormat,Endpoint,Absorbance,Raw,FALSE,1,,,,,,3,730 578 434 ,2,7,96,1,6,,,,,,,,,,,,,,,,,,,
,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12
,25,,0.036,0.0397,0.0439,0.0367,0.0361,0.0357,0.0356,0.0354,0.0376,0.0377,0.035,,,0.0548,0.0446,0.0472,0.0377,0.0364,0.0363,0.0336,0.0396,0.0363,0.0372,0.0331,,,0.0475,0.0486,0.0495,0.0432,0.0413,0.0413,0.0372,0.0438,0.0392,0.0394,0.0358
,,,0.0473,0.0348,0.0446,0.0387,0.038,0.0413,0.0369,0.0379,0.0358,0.0366,0.0362,,,0.0521,0.0335,0.0427,0.0362,0.0356,0.0385,0.0345,0.0354,0.0328,0.0339,0.0353,,,0.0529,0.0361,0.0456,0.0396,0.0387,0.0413,0.0374,0.0388,0.0358,0.0362,0.0366
,,,0.0358,0.0384,0.0357,0.0437,0.0373,0.0389,0.0384,0.0383,0.0368,0.0355,0.036,,,0.0345,0.0374,0.0329,0.0411,0.0341,0.0366,0.036,0.0366,0.0354,0.0347,0.0375,,,0.0365,0.0411,0.0348,0.0442,0.0371,0.0401,0.0388,0.0398,0.0389,0.0363,0.0381
,,0.0374,0.0386,0.0404,0.0349,0.0395,0.0394,0.0378,0.0376,,,,,,0.0422,0.041,0.0398,0.0333,0.0366,0.0365,0.0356,0.0362,,,,,,0.0417,0.0428,0.0422,0.035,0.0395,0.0391,0.0389,0.0394,,,,
,,0.0362,0.0396,0.0357,0.036,0.0364,0.0378,0.0382,0.0378,,,,,,0.0375,0.0409,0.0337,0.0345,0.0338,0.035,0.0352,0.0347,,,,,,0.0386,0.0425,0.0355,0.0372,0.0374,0.0389,0.0386,0.0382,,,,
,,0.0371,0.036,0.0408,0.0374,0.0384,0.0382,0.0347,0.0359,,,,,,0.0388,0.0362,0.0385,0.0354,0.0358,0.0356,0.0319,0.0326,,,,,,0.0393,0.0375,0.0409,0.0388,0.0385,0.0389,0.0349,0.0351,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
~End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plate:,Plate2,1.3,PlateFormat,Endpoint,Absorbance,Raw,FALSE,1,,,,,,3,730 578 434 ,2,7,96,1,6,,,,,,,,,,,,,,,,,,,
,Temperature(¡C),1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12,,1,2,3,4,5,6,7,8,9,10,11,12
,25,,0.0362,0.0393,0.0392,0.037,0.0358,0.0358,0.0357,0.0354,0.0372,0.0376,0.0354,,,0.4377,0.3102,0.3323,0.3152,0.3155,0.405,0.2506,0.2878,0.2692,0.3857,0.6273,,,0.3136,0.3633,0.3633,0.3932,0.3637,0.5224,0.2989,0.3353,0.3306,0.2875,0.5105
,,,0.04,0.0349,0.0434,0.0382,0.0375,0.0422,0.0367,0.0367,0.036,0.0364,0.0361,,,0.4138,0.3037,0.2748,0.3098,0.3137,0.2991,0.3033,0.2759,0.2754,0.4205,0.378,,,0.3004,0.343,0.2955,0.3657,0.364,0.3528,0.3625,0.3307,0.3323,0.3129,0.2884
,,,0.0359,0.0371,0.036,0.043,0.0376,0.0404,0.0379,0.0378,0.0371,0.0359,0.0354,,,0.4212,0.315,0.2977,0.3094,0.271,0.3131,0.3098,0.3234,0.3139,0.403,0.3789,,,0.3016,0.3479,0.3135,0.3758,0.3073,0.3483,0.3523,0.3593,0.3448,0.2996,0.2807
