Well Location,Group Name,Group Type,Sample Name,Descriptor1 Name,Descriptor1 Value,Descriptor1 Units,Descriptor2 Name,Descriptor2 Value,Descriptor2 Units
A01,Unknowns,Unknowns,OMIT,,,,,,
A02,Unknowns,Unknowns,OMIT,,,,,,
A03,Unknowns,Unknowns,OMIT,,,,,,
A04,Unknowns,Unknowns,XK,,,,,,
A05,Unknowns,Unknowns,XK,,,,,,
A06,Unknowns,Unknowns,XK,,,,,,
A07,Unknowns,Unknowns,XM,,,,,,
A08,Unknowns,Unknowns,XM,,,,,,
A09,Unknowns,Unknowns,XM,,,,,,
A10,Unknowns,Unknowns,YP,,,,,,
A11,Unknowns,Unknowns,YP,,,,,,
A12,Unknowns,Unknowns,YP,,,,,,
B01,Unknowns,Unknowns,XY,,,,,,
B02,Unknowns,Unknowns,XY,,,,,,
B03,Unknowns,Unknowns,XY,,,,,,
B04,Unknowns,Unknowns,WK,,,,,,
B05,Unknowns,Unknowns,WK,,,,,,
B06,Unknowns,Unknowns,WK,,,,,,
B07,Unknowns,Unknowns,WY,,,,,,
B08,Unknowns,Unknowns,WY,,,,,,
B09,Unknowns,Unknowns,WY,,,,,,
B10,Unknowns,Unknowns,YI,,,,,,
B11,Unknowns,Unknowns,YI,,,,,,
B12,Unknowns,Unknowns,YI,,,,,,
C01,Unknowns,Unknowns,XX,,,,,,
C02,Unknowns,Unknowns,XX,,,,,,
C03,Unknowns,Unknowns,XX,,,,,,
C04,Unknowns,Unknowns,WV,,,,,,
C05,Unknowns,Unknowns,WV,,,,,,
C06,Unknowns,Unknowns,WV,,,,,,
C07,Unknowns,Unknowns,XG,,,,,,
C08,Unknowns,Unknowns,XG,,,,,,
C09,Unknowns,Unknowns,XG,,,,,,
C10,Unknowns,Unknowns,YC,,,,,,
C11,Unknowns,Unknowns,YC,,,,,,
C12,Unknowns,Unknowns,YC,,,,,,
D01,Unknowns,Unknowns,WZ,,,,,,
D02,Unknowns,Unknowns,WZ,,,,,,
D03,Unknowns,Unknowns,WZ,,,,,,
D04,Unknowns,Unknowns,QV,,,,,,
D05,Unknowns,Unknowns,QV,,,,,,
D06,Unknowns,Unknowns,QV,,,,,,
D07,Unknowns,Unknowns,XV,,,,,,
D08,Unknowns,Unknowns,XV,,,,,,
D09,Unknowns,Unknowns,XV,,,,,,
D10,Unknowns,Unknowns,YD,,,,,,
D11,Unknowns,Unknowns,YD,,,,,,
D12,Unknowns,Unknowns,YD,,,,,,
E01,Unknowns,Unknowns,WX,,,,,,
E02,Unknowns,Unknowns,WX,,,,,,
E03,Unknowns,Unknowns,WX,,,,,,
E04,Unknowns,Unknowns,XA,,,,,,
E05,Unknowns,Unknowns,XA,,,,,,
E06,Unknowns,Unknowns,XA,,,,,,
E07,Unknowns,Unknowns,WU,,,,,,
E08,Unknowns,Unknowns,WU,,,,,,
E09,Unknowns,Unknowns,WU,,,,,,
E10,Unknowns,Unknowns,WQ,,,,,,
E11,Unknowns,Unknowns,WQ,,,,,,
E12,Unknowns,Unknowns,WQ,,,,,,
F01,Unknowns,Unknowns,YO,,,,,,
F02,Unknowns,Unknowns,YO,,,,,,
F03,Unknowns,Unknowns,YO,,,,,,
F04,Unknowns,Unknowns,XC,,,,,,
F05,Unknowns,Unknowns,XC,,,,,,
F06,Unknowns,Unknowns,XC,,,,,,
F07,Unknowns,Unknowns,XO,,,,,,
F08,Unknowns,Unknowns,XO,,,,,,
F09,Unknowns,Unknowns,XO,,,,,,
F10,Unknowns,Unknowns,XZ,,,,,,
F11,Unknowns,Unknowns,XZ,,,,,,
F12,Unknowns,Unknowns,XZ,,,,,,
G01,Unknowns,Unknowns,YN,,,,,,
G02,Unknowns,Unknowns,YN,,,,,,
G03,Unknowns,Unknowns,YN,,,,,,
G04,Unknowns,Unknowns,YB,,,,,,
G05,Unknowns,Unknowns,YB,,,,,,
G06,Unknowns,Unknowns,YB,,,,,,
G07,Unknowns,Unknowns,XF,,,,,,
G08,Unknowns,Unknowns,XF,,,,,,
G09,Unknowns,Unknowns,XF,,,,,,
G10,Unknowns,Unknowns,YF,,,,,,
G11,Unknowns,Unknowns,YF,,,,,,
G12,Unknowns,Unknowns,YF,,,,,,
H01,Unknowns,Unknowns,YM,,,,,,
H02,Unknowns,Unknowns,YM,,,,,,
H03,Unknowns,Unknowns,YM,,,,,,
H04,Unknowns,Unknowns,WM,,,,,,
H05,Unknowns,Unknowns,WM,,,,,,
H06,Unknowns,Unknowns,WM,,,,,,
H07,Unknowns,Unknowns,XR,,,,,,
H08,Unknowns,Unknowns,XR,,,,,,
H09,Unknowns,Unknowns,XR,,,,,,
H10,Unknowns,Unknowns,WS,,,,,,
H11,Unknowns,Unknowns,WS,,,,,,
H12,Unknowns,Unknowns,WS,,,,,,
