"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu"
"A","01",0.0343,0.0306,0.0325,0.0339,0.5019,0.229,"A01",2.39563230066023,2.46207693550025,8.10522404157149,8.09149162219381,0.169714312500865,2020-09-04,"Tris",25
"A","01",0.0343,0.0306,0.0325,0.0339,0.5019,0.229,"A01",2.39563230066023,2.46207693550025,8.10522404157149,8.09149162219381,0.169714312500865,2020-09-04,"Tris",25
"A","01",0.0343,0.0306,0.0325,0.0339,0.5019,0.229,"A01",2.39563230066023,2.46207693550025,8.10522404157149,8.09149162219381,0.169714312500865,2020-09-04,"Tris",25
"A","02",0.0336,0.0324,0.0351,0.0342,0.5471,0.244,"A02",2.46807489198272,2.53431328276524,8.11988294459815,8.09149162219381,0.35087872211926,2020-09-04,"Tris",25
"A","02",0.0336,0.0324,0.0351,0.0342,0.5471,0.244,"A02",2.46807489198272,2.53431328276524,8.11988294459815,8.09149162219381,0.35087872211926,2020-09-04,"Tris",25
"A","02",0.0336,0.0324,0.0351,0.0342,0.5471,0.244,"A02",2.46807489198272,2.53431328276524,8.11988294459815,8.09149162219381,0.35087872211926,2020-09-04,"Tris",25
"A","03",0.034,0.0315,0.0352,0.0342,0.5217,0.2328,"A03",2.4822695035461,2.5484674822695,8.12271423406132,8.09149162219381,0.385869668107524,2020-09-04,"Tris",25
"A","03",0.034,0.0315,0.0352,0.0342,0.5217,0.2328,"A03",2.4822695035461,2.5484674822695,8.12271423406132,8.09149162219381,0.385869668107524,2020-09-04,"Tris",25
"A","03",0.034,0.0315,0.0352,0.0342,0.5217,0.2328,"A03",2.4822695035461,2.5484674822695,8.12271423406132,8.09149162219381,0.385869668107524,2020-09-04,"Tris",25
"H","07",0.0357,0.0318,0.035,0.035,0.4526,0.2091,"H07",2.41132723112128,2.47772718249428,8.10843023236991,8.09149162219381,0.209338536910025,2020-09-04,"Tris",25
"H","07",0.0357,0.0318,0.035,0.035,0.4526,0.2091,"H07",2.41132723112128,2.47772718249428,8.10843023236991,8.09149162219381,0.209338536910025,2020-09-04,"Tris",25
"H","07",0.0357,0.0318,0.035,0.035,0.4526,0.2091,"H07",2.41132723112128,2.47772718249428,8.10843023236991,8.09149162219381,0.209338536910025,2020-09-04,"Tris",25
"H","08",0.0369,0.0327,0.0352,0.035,0.4437,0.2059,"H08",2.39223638470452,2.45869068771727,8.10452806581928,8.09149162219381,0.161112984282252,2020-09-04,"Tris",25
"H","08",0.0369,0.0327,0.0352,0.035,0.4437,0.2059,"H08",2.39223638470452,2.45869068771727,8.10452806581928,8.09149162219381,0.161112984282252,2020-09-04,"Tris",25
"H","08",0.0369,0.0327,0.0352,0.035,0.4437,0.2059,"H08",2.39223638470452,2.45869068771727,8.10452806581928,8.09149162219381,0.161112984282252,2020-09-04,"Tris",25
"H","09",0.035,0.0303,0.0351,0.0347,0.4941,0.2277,"H09",2.40590979782271,2.4723251726283,8.1073254748336,8.09149162219381,0.195685213296853,2020-09-04,"Tris",25
"H","09",0.035,0.0303,0.0351,0.0347,0.4941,0.2277,"H09",2.40590979782271,2.4723251726283,8.1073254748336,8.09149162219381,0.195685213296853,2020-09-04,"Tris",25
"H","09",0.035,0.0303,0.0351,0.0347,0.4941,0.2277,"H09",2.40590979782271,2.4723251726283,8.1073254748336,8.09149162219381,0.195685213296853,2020-09-04,"Tris",25
