Well Location,Group Name,Group Type,Sample Name,Descriptor1 Name,Descriptor1 Value,Descriptor1 Units,Descriptor2 Name,Descriptor2 Value,Descriptor2 Units
A01,PBlank,,PBlank,,,,,,
A02,PBlank,,PBlank,,,,,,
A03,PBlank,,PBlank,,,,,,
A04,Unknowns,Unknowns,H5_2,,,,,,
A05,Unknowns,Unknowns,H5_2,,,,,,
A06,Unknowns,Unknowns,H5_2,,,,,,
A07,Unknowns,Unknowns,H6_1,,,,,,
A08,Unknowns,Unknowns,H6_1,,,,,,
A09,Unknowns,Unknowns,H6_1,,,,,,
A10,Unknowns,Unknowns,H6_2,,,,,,
A11,Unknowns,Unknowns,H6_2,,,,,,
A12,Unknowns,Unknowns,H6_2,,,,,,
B01,Unknowns,Unknowns,L6_1,,,,,,
B02,Unknowns,Unknowns,L6_1,,,,,,
B03,Unknowns,Unknowns,L6_1,,,,,,
B04,Unknowns,Unknowns,L6_2,,,,,,
B05,Unknowns,Unknowns,L6_2,,,,,,
B06,Unknowns,Unknowns,L6_2,,,,,,
B07,Unknowns,Unknowns,C7_1,,,,,,
B08,Unknowns,Unknowns,C7_1,,,,,,
B09,Unknowns,Unknowns,C7_1,,,,,,
B10,Unknowns,Unknowns,C7_2,,,,,,
B11,Unknowns,Unknowns,C7_2,,,,,,
B12,Unknowns,Unknowns,C7_2,,,,,,
C01,Unknowns,Unknowns,C8_1,,,,,,
C02,Unknowns,Unknowns,C8_1,,,,,,
C03,Unknowns,Unknowns,C8_1,,,,,,
C04,Unknowns,Unknowns,C8_2,,,,,,
C05,Unknowns,Unknowns,C8_2,,,,,,
C06,Unknowns,Unknowns,C8_2,,,,,,
C07,Unknowns,Unknowns,C10_1,,,,,,
C08,Unknowns,Unknowns,C10_1,,,,,,
C09,Unknowns,Unknowns,C10_1,,,,,,
C10,Unknowns,Unknowns,C10_2,,,,,,
C11,Unknowns,Unknowns,C10_2,,,,,,
C12,Unknowns,Unknowns,C10_2,,,,,,
D01,Unknowns,Unknowns,L7_1,,,,,,
D02,Unknowns,Unknowns,L7_1,,,,,,
D03,Unknowns,Unknowns,L7_1,,,,,,
D04,Unknowns,Unknowns,L7_2,,,,,,
D05,Unknowns,Unknowns,L7_2,,,,,,
D06,Unknowns,Unknowns,L7_2,,,,,,
D07,Unknowns,Unknowns,H7_1,,,,,,
D08,Unknowns,Unknowns,H7_1,,,,,,
D09,Unknowns,Unknowns,H7_1,,,,,,
D10,Unknowns,Unknowns,H7_2,,,,,,
D11,Unknowns,Unknowns,H7_2,,,,,,
D12,Unknowns,Unknowns,H7_2,,,,,,
E01,Unknowns,Unknowns,H9_1,,,,,,
E02,Unknowns,Unknowns,H9_1,,,,,,
E03,Unknowns,Unknowns,H9_1,,,,,,
E04,Unknowns,Unknowns,C9_2,,,,,,
E05,Unknowns,Unknowns,C9_2,,,,,,
E06,Unknowns,Unknowns,C9_2,,,,,,
E07,Unknowns,Unknowns,H8_1,,,,,,
E08,Unknowns,Unknowns,H8_1,,,,,,
E09,Unknowns,Unknowns,H8_1,,,,,,
E10,Unknowns,Unknowns,H8_2,,,,,,
E11,Unknowns,Unknowns,H8_2,,,,,,
E12,Unknowns,Unknowns,H8_2,,,,,,
F01,Unknowns,Unknowns,C12_1,,,,,,
F02,Unknowns,Unknowns,C12_1,,,,,,
F03,Unknowns,Unknowns,C12_1,,,,,,
F04,Unknowns,Unknowns,C12_2,,,,,,
F05,Unknowns,Unknowns,C12_2,,,,,,
F06,Unknowns,Unknowns,C12_2,,,,,,
F07,Unknowns,Unknowns,L8_1,,,,,,
F08,Unknowns,Unknowns,L8_1,,,,,,
F09,Unknowns,Unknowns,L8_1,,,,,,
F10,Unknowns,Unknowns,L8_2,,,,,,
F11,Unknowns,Unknowns,L8_2,,,,,,
F12,Unknowns,Unknowns,L8_2,,,,,,
G01,Unknowns,Unknowns,H10_1,,,,,,
G02,Unknowns,Unknowns,H10_1,,,,,,
G03,Unknowns,Unknowns,H10_1,,,,,,
G04,Unknowns,Unknowns,H10_2,,,,,,
G05,Unknowns,Unknowns,H10_2,,,,,,
G06,Unknowns,Unknowns,H10_2,,,,,,
G07,Unknowns,Unknowns,C11_1,,,,,,
G08,Unknowns,Unknowns,C11_1,,,,,,
G09,Unknowns,Unknowns,C11_1,,,,,,
G10,Unknowns,Unknowns,C11_2,,,,,,
G11,Unknowns,Unknowns,C11_2,,,,,,
G12,Unknowns,Unknowns,C11_2,,,,,,
H01,Unknowns,Unknowns,C9_1,,,,,,
H02,Unknowns,Unknowns,C9_1,,,,,,
H03,Unknowns,Unknowns,C9_1,,,,,,
H04,Unknowns,Unknowns,H9_2,,,,,,
H05,Unknowns,Unknowns,H9_2,,,,,,
H06,Unknowns,Unknowns,H9_2,,,,,,
H07,Unknowns,Unknowns,L9_1,,,,,,
H08,Unknowns,Unknowns,L9_1,,,,,,
H09,Unknowns,Unknowns,L9_1,,,,,,
H10,Unknowns,Unknowns,L9_2,,,,,,
H11,Unknowns,Unknowns,L9_2,,,,,,
H12,Unknowns,Unknowns,L9_2,,,,,,
