"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu"
"A","01",0.0362,0.0329,0.0368,0.0364,0.3757,0.1841,"A01",2.32902787219579,2.39566212984364,8.09142417075239,8.09149162219381,0.000833609482304796,2020-09-04,"Tris",25
"A","01",0.0362,0.0329,0.0368,0.0364,0.3757,0.1841,"A01",2.32902787219579,2.39566212984364,8.09142417075239,8.09149162219381,0.000833609482304796,2020-09-04,"Tris",25
"A","01",0.0362,0.0329,0.0368,0.0364,0.3757,0.1841,"A01",2.32902787219579,2.39566212984364,8.09142417075239,8.09149162219381,0.000833609482304796,2020-09-04,"Tris",25
"B","01",0.0344,0.03,0.0322,0.0374,0.5536,0.2488,"B01",2.437265917603,2.50359202153558,8.11369199905351,8.09149162219381,0.274366926350133,2020-09-04,"Tris",25
"B","01",0.0344,0.03,0.0322,0.0374,0.5536,0.2488,"B01",2.437265917603,2.50359202153558,8.11369199905351,8.09149162219381,0.274366926350133,2020-09-04,"Tris",25
"B","01",0.0344,0.03,0.0322,0.0374,0.5536,0.2488,"B01",2.437265917603,2.50359202153558,8.11369199905351,8.09149162219381,0.274366926350133,2020-09-04,"Tris",25
"C","01",0.0347,0.0309,0.0334,0.0352,0.5592,0.2446,"C01",2.50498338870432,2.57111670099668,8.12721765815345,8.09149162219381,0.44152595871995,2020-09-04,"Tris",25
"C","01",0.0347,0.0309,0.0334,0.0352,0.5592,0.2446,"C01",2.50498338870432,2.57111670099668,8.12721765815345,8.09149162219381,0.44152595871995,2020-09-04,"Tris",25
"C","01",0.0347,0.0309,0.0334,0.0352,0.5592,0.2446,"C01",2.50498338870432,2.57111670099668,8.12721765815345,8.09149162219381,0.44152595871995,2020-09-04,"Tris",25
