"Sample.Name","pHmean","SE"
"Sump",7.88791142436553,0.0288230163827784
"Tank1",7.7932744742672,0.00706231092555523
"Tank10",7.73551144149073,0.00433483578232223
"Tank11",7.88768823651005,0.00650376855701858
"Tank12",7.87677663880608,0.00624289530232558
"Tank13",7.85949405183695,0.0093816978443045
"Tank14",7.88630128652477,0.0113624900377463
"Tank15",7.88393945190255,0.0154229181478061
"Tank16",7.85689642105106,0.0136812986617776
"Tank17",7.78328724144877,0.0108274100934298
"Tank18",7.79606195624214,0.00928168073945724
"Tank19",7.80175836816403,0.0107796089535022
"Tank2",7.72062190478593,0.00504654763528715
"Tank20",7.83923071949224,0.00215615714998387
"Tank3",7.7296692001318,0.00886565053135125
"Tank4",7.70140605725037,0.00581205323464557
"Tank7",7.72722878295458,0.00260485657230209
"Tank8",7.72279769039397,0.033891545146914
"Tank9",7.69957830605425,0.00686538541753663
