"Rows","Column","NoDye_730","NoDye_578","NoDye_434","Dye_730","Dye_578","Dye_434","Well.Location","A1_A2","A1_A2_corr","pH_in_lab","pHtris","pHtris_error","daterun","Sample.Name","TempInSitu","pHinsitu"
"A","01",0.0365,0.0334,0.0365,0.0361,0.6565,0.3084,"A01",2.28975394785163,2.43962697208961,8.09944583085963,8.0935490943466,0.0728572403069836,2020-01-13,"Tris01",22,8.14512200504808
"A","02",0.0341,0.0314,0.0331,0.0344,0.403,0.2932,"A02",1.42917628945343,1.58172226789838,7.88681024997923,8.0935490943466,2.55436572951388,2020-01-13,"T1-01",17,8.00643327364626
"A","03",0.036,0.0345,0.0375,0.0348,0.4291,0.3143,"A03",1.42374100719424,1.5763038676259,7.88516777239511,8.0935490943466,2.57465939259019,2020-01-13,"T2-01",17,8.00475965648961
"A","04",0.0344,0.0327,0.035,0.0344,0.3851,0.3256,"A04",1.21266345492085,1.36588192222987,7.81703553178672,8.0935490943466,3.4164685892006,2020-01-13,"T5-01",17,7.9352069525891
"A","05",0.0342,0.0313,0.0336,0.0344,0.4186,0.3472,"A05",1.23516273133376,1.38831131589024,7.82473872925109,8.0935490943466,3.32129158620009,2020-01-13,"T7-01",17,7.94308432547364
"A","06",0.0358,0.0334,0.036,0.0352,0.4164,0.3442,"A06",1.24222797927461,1.39535461917098,7.8271341091243,8.0935490943466,3.29169542454982,2020-01-13,"T8-01",17,7.94553311412491
"A","07",0.0348,0.0314,0.0342,0.0344,0.3922,0.3345,"A07",1.20119720651812,1.35445128799468,7.81306490215477,8.0935490943466,3.46552777925009,2020-01-13,"T6-01",17,7.93114507963431
"A","08",0.0355,0.0333,0.0371,0.0344,0.4155,0.3425,"A08",1.25057096247961,1.40367168907015,7.82994843711802,8.0935490943466,3.25692294141646,2020-01-13,"T10-01",17,7.94840974219309
"A","09",0.035,0.0324,0.0358,0.0347,0.5024,0.3294,"A09",1.60020415107179,1.75221891697856,7.93606565104133,8.0935490943466,1.94578968348104,2020-01-13,"T11-01",17,8.05656438344199
"B","01",0.0352,0.0328,0.0344,0.0349,0.4695,0.2511,"B01",2.01382488479263,2.16455494470046,8.03955771731101,8.0935490943466,0.667091487383452,2020-01-13,"Tris02",22,8.08492690097009
"B","02",0.0342,0.0316,0.0335,0.0343,0.4443,0.332,"B02",1.38270777479893,1.5353980844504,7.87260024433519,8.0935490943466,2.72993772491901,2020-01-13,"T1-02",17,7.99194935521481
"B","03",0.0344,0.0317,0.0332,0.0345,0.4099,0.3097,"B03",1.36794500723589,1.52068117004342,7.86800432062319,8.0935490943466,2.78672274788513,2020-01-13,"T2-02",17,7.98726261024935
"B","04",0.0343,0.0322,0.0344,0.0346,0.3987,0.3442,"B04",1.18319870759289,1.33650869240711,7.80676954386342,8.0935490943466,3.54331019853203,2020-01-13,"T5-02",17,7.92470297615897
"B","05",0.0344,0.0318,0.0344,0.035,0.4145,0.3452,"B05",1.2317859445519,1.38494501740812,7.82358992924468,8.0935490943466,3.33548560656155,2020-01-13,"T7-02",17,7.94190978537071
"B","06",0.0352,0.032,0.0341,0.0348,0.3874,0.3248,"B06",1.222260391618,1.37544905084164,7.82033540469798,8.0935490943466,3.37569694659,2020-01-13,"T8-02",17,7.93858189369344
"B","07",0.0344,0.0322,0.0355,0.0346,0.4245,0.3539,"B07",1.23224387177876,1.38540152231301,7.82374586866595,8.0935490943466,3.33355889407168,2020-01-13,"T6-02",17,7.94206922358286
"B","08",0.0372,0.034,0.0357,0.0353,0.3282,0.2708,"B08",1.2493670886076,1.40247155443038,7.82954328217322,8.0935490943466,3.26192884105425,2020-01-13,"T10-02",17,7.94799564822208
"B","09",0.0348,0.0329,0.0349,0.035,0.5234,0.3409,"B09",1.60333551340746,1.75534055330281,7.93692669343996,8.0935490943466,1.9351510577237,2020-01-13,"T11-02",17,8.0574398046286
"C","01",0.0343,0.0324,0.0336,0.0346,0.5653,0.2652,"C01",2.30263726761781,2.45247027626459,8.10209930737819,8.0935490943466,0.105642319975041,2020-01-13,"Tris03",22,8.14778851198234
